,title,link,year,rating,runtime_mins,genres,votes,metascore,gross,synopsis
351,Guardians of the Galaxy,https://www.imdb.com//title/tt2015381/,2014,8.0,121,"['Action', 'Adventure', 'Comedy']",1069402,76.0,$333.18M,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
352,Blade Runner 2049,https://www.imdb.com//title/tt1856101/,2017,8.0,164,"['Action', 'Drama', 'Mystery']",482355,81.0,$92.05M,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
353,Her,https://www.imdb.com//title/tt1798709/,2013,8.0,126,"['Drama', 'Romance', 'Sci-Fi']",556323,90.0,$25.57M,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
354,The Revenant,https://www.imdb.com//title/tt1663202/,2015,8.0,156,"['Action', 'Adventure', 'Drama']",725662,76.0,$183.64M,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
355,Elite Squad 2: The Enemy Within,https://www.imdb.com//title/tt1555149/,2010,8.0,115,"['Action', 'Crime', 'Drama']",80165,71.0,$0.10M,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
356,The King's Speech,https://www.imdb.com//title/tt1504320/,2010,8.0,118,"['Biography', 'Drama', 'History']",649685,88.0,$138.80M,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
357,The Help,https://www.imdb.com//title/tt1454029/,2011,8.0,146,['Drama'],435105,62.0,$169.71M,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
358,Deadpool,https://www.imdb.com//title/tt1431045/,2016,8.0,108,"['Action', 'Adventure', 'Comedy']",927227,65.0,$363.07M,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
359,About Elly,https://www.imdb.com//title/tt1360860/,2009,8.0,119,"['Drama', 'Mystery']",47660,87.0,$0.11M,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
360,Dev.D,https://www.imdb.com//title/tt1327035/,2009,8.0,144,"['Drama', 'Romance']",29302,,$0.01M,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?"
361,Ip Man,https://www.imdb.com//title/tt1220719/,2008,8.0,106,"['Action', 'Biography', 'Drama']",214236,,,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive."
362,My Name Is Khan,https://www.imdb.com//title/tt1188996/,2010,8.0,165,['Drama'],101077,,$4.02M,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.
363,Nefes: Vatan Sagolsun,https://www.imdb.com//title/tt1171701/,2009,8.0,128,"['Action', 'Drama', 'Thriller']",32382,,,Story of 40-man Turkish task force who must defend a relay station.
364,Slumdog Millionaire,https://www.imdb.com//title/tt1010048/,2008,8.0,120,"['Drama', 'Romance']",810045,84.0,$141.32M,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
365,Black Swan,https://www.imdb.com//title/tt0947798/,2010,8.0,108,"['Drama', 'Thriller']",713173,79.0,$106.95M,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake""."
366,Elite Squad,https://www.imdb.com//title/tt0861739/,2007,8.0,115,"['Action', 'Crime', 'Drama']",99516,,$0.01M,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
367,Avengers Assemble,https://www.imdb.com//title/tt0848228/,2012,8.0,143,"['Action', 'Adventure', 'Sci-Fi']",1286443,69.0,$623.28M,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
368,Persepolis,https://www.imdb.com//title/tt0808417/,2007,8.0,96,"['Animation', 'Biography', 'Drama']",90240,90.0,$4.45M,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
369,Dallas Buyers Club,https://www.imdb.com//title/tt0790636/,2013,8.0,117,"['Biography', 'Drama']",453022,80.0,$27.30M,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
370,Lage Raho Munna Bhai,https://www.imdb.com//title/tt0456144/,2006,8.0,144,"['Comedy', 'Drama', 'Romance']",44126,,$2.22M,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.
371,The Pursuit of Happyness,https://www.imdb.com//title/tt0454921/,2006,8.0,117,"['Biography', 'Drama']",462384,64.0,$163.57M,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.
372,Blood Diamond,https://www.imdb.com//title/tt0450259/,2006,8.0,143,"['Adventure', 'Drama', 'Thriller']",509530,64.0,$57.37M,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
373,The Bourne Ultimatum,https://www.imdb.com//title/tt0440963/,2007,8.0,115,"['Action', 'Mystery', 'Thriller']",610924,85.0,$227.47M,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
374,3-Iron,https://www.imdb.com//title/tt0423866/,2004,8.0,88,"['Crime', 'Drama', 'Romance']",51964,72.0,$0.24M,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
375,Sin City,https://www.imdb.com//title/tt0401792/,2005,8.0,124,"['Crime', 'Thriller']",743851,74.0,$74.10M,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption."
376,The Diving Bell and the Butterfly,https://www.imdb.com//title/tt0401383/,2007,8.0,112,"['Biography', 'Drama']",104367,92.0,$5.99M,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
377,Brotherhood,https://www.imdb.com//title/tt0386064/,2004,8.0,140,"['Action', 'Drama', 'War']",38237,64.0,$1.11M,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle."
378,G.O.R.A.,https://www.imdb.com//title/tt0384116/,2004,8.0,127,"['Adventure', 'Comedy', 'Sci-Fi']",58702,,,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.
379,Ratatouille,https://www.imdb.com//title/tt0382932/,2007,8.0,111,"['Animation', 'Adventure', 'Comedy']",656995,96.0,$206.45M,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.
380,Casino Royale,https://www.imdb.com//title/tt0381061/,2006,8.0,144,"['Action', 'Adventure', 'Thriller']",591946,80.0,$167.45M,"After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
381,Kill Bill: Vol. 2,https://www.imdb.com//title/tt0378194/,2004,8.0,137,"['Action', 'Crime', 'Thriller']",697774,83.0,$66.21M,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
382,The Return,https://www.imdb.com//title/tt0376968/,2003,8.0,110,['Drama'],43431,82.0,$0.50M,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces."
383,"Spring, Summer, Autumn, Winter... and Spring",https://www.imdb.com//title/tt0374546/,2003,8.0,103,"['Drama', 'Romance']",78854,85.0,$2.38M,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
384,The Sea Inside,https://www.imdb.com//title/tt0369702/,2004,8.0,126,"['Biography', 'Drama']",78670,74.0,$2.09M,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die."
385,Cinderella Man,https://www.imdb.com//title/tt0352248/,2005,8.0,144,"['Biography', 'Drama', 'History']",178865,69.0,$61.65M,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
386,Infernal Affairs,https://www.imdb.com//title/tt0338564/,2002,8.0,101,"['Action', 'Crime', 'Drama']",119287,75.0,$0.17M,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
387,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com//title/tt0325980/,2003,8.0,143,"['Action', 'Adventure', 'Fantasy']",1030295,63.0,$305.41M,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
388,Big Fish,https://www.imdb.com//title/tt0319061/,2003,8.0,125,"['Adventure', 'Drama', 'Fantasy']",421290,,$66.26M,A frustrated son tries to determine the fact from fiction in his dying father's life.
389,The Incredibles,https://www.imdb.com//title/tt0317705/,2004,8.0,115,"['Animation', 'Action', 'Adventure']",669933,90.0,$261.44M,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world."
390,My Sassy Girl,https://www.imdb.com//title/tt0293715/,2001,8.0,137,"['Comedy', 'Drama', 'Romance']",46020,,,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
391,Dogville,https://www.imdb.com//title/tt0276919/,2003,8.0,178,"['Crime', 'Drama']",140328,,$1.53M,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
392,Vizontele,https://www.imdb.com//title/tt0270053/,2001,8.0,110,"['Comedy', 'Drama']",34571,,,Lives of residents in a small Anatolian village change when television is introduced to them
393,Donnie Darko,https://www.imdb.com//title/tt0246578/,2001,8.0,113,"['Drama', 'Mystery', 'Sci-Fi']",752668,88.0,$1.48M,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
394,Magnolia,https://www.imdb.com//title/tt0175880/,1999,8.0,188,['Drama'],293978,77.0,$22.46M,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley."
395,Dancer in the Dark,https://www.imdb.com//title/tt0168629/,2000,8.0,140,"['Crime', 'Drama', 'Musical']",104285,61.0,$4.18M,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film."
396,The Straight Story,https://www.imdb.com//title/tt0166896/,1999,8.0,112,"['Biography', 'Drama']",83756,86.0,$6.20M,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
397,Perfect Blue,https://www.imdb.com//title/tt0156887/,1997,8.0,81,"['Animation', 'Crime', 'Mystery']",62244,,$0.78M,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
398,Central Station,https://www.imdb.com//title/tt0140888/,1998,8.0,110,['Drama'],37263,80.0,$5.60M,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew."
399,The Iron Giant,https://www.imdb.com//title/tt0129167/,1999,8.0,86,"['Animation', 'Action', 'Adventure']",176352,85.0,$23.16M,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
400,Sling Blade,https://www.imdb.com//title/tt0117666/,1996,8.0,135,['Drama'],88541,84.0,$24.48M,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
